0.4,4.0,1.0,0.0,0.6708727655099894,0.012618296529968454,0.9684542586750788,3.0,1.0,1.0
0.4,4.0,1.0,1.0,0.9968454258675079,0.9905362776025236,1.0,2.0,1.0,1.0
0.4,4.0,1.0,3.0,0.9726603575184017,0.917981072555205,1.0,2.0,1.0,1.0
0.4,4.0,1.0,5.0,0.7423764458464773,0.22712933753943218,0.9968454258675079,3.0,1.0,1.0
0.4,4.0,2.0,0.0,0.7024185068349107,0.10725552050473186,1.0,2.0,1.0,1.0
0.4,4.0,2.0,1.0,0.6961093585699265,0.12302839116719243,1.0,2.0,1.0,1.0
0.4,4.0,2.0,3.0,0.668769716088328,0.00946372239747634,1.0,2.0,1.0,1.0
0.4,4.0,2.0,5.0,0.9905362776025237,0.9716088328075709,1.0,2.0,1.0,1.0
0.4,4.0,3.0,0.0,0.6361724500525763,0.0031545741324921135,1.0,2.0,1.0,1.0
0.4,4.0,3.0,1.0,0.3648790746582544,0.15457413249211358,1.0,2.0,1.0,1.0
0.4,4.0,3.0,3.0,0.9968454258675079,0.9905362776025236,1.0,2.0,1.0,1.0
0.4,4.0,3.0,5.0,0.5573080967402734,0.00946372239747634,1.0,2.0,1.0,1.0
0.3,4.0,1.0,0.0,0.2397476340694006,0.006309148264984227,0.7823343848580442,3.0,0.8454258675078864,0.8454258675078864
0.3,4.0,1.0,1.0,0.2397476340694006,0.0031545741324921135,0.8643533123028391,3.0,0.9053627760252366,0.9053627760252366
0.3,4.0,1.0,3.0,0.20294426919032596,0.00946372239747634,0.580441640378549,3.0,0.7981072555205048,0.7981072555205048
0.3,4.0,1.0,5.0,0.18717139852786538,0.0031545741324921135,0.6498422712933754,4.0,0.7444794952681388,0.7444794952681388
0.3,4.0,2.0,0.0,0.30283911671924285,0.00946372239747634,0.9400630914826499,3.0,0.9779179810725552,0.9779179810725552
0.3,4.0,2.0,1.0,0.17665615141955837,0.00946372239747634,0.668769716088328,3.0,0.6845425867507886,0.6845425867507886
0.3,4.0,2.0,3.0,0.27865404837013674,0.0031545741324921135,0.9842271293375394,3.0,1.0,1.0
0.3,4.0,2.0,5.0,0.18191377497371186,0.006309148264984227,0.6309148264984227,3.0,0.6908517350157729,0.6908517350157729
